CustomerCode,CustomerName,CustomerSegment,IndustryVertical,SizeTier,ParentCustomerCode,ParentCustomerName,HqCountryCode,HqCountryName,HqRegion,SalesRegion,AccountManager,AccountManagerEmail,CreditTier,PaymentTermsDays,ContractType,OnboardedDate,ScdValidFrom,ScdValidTo,IsCurrent,ScdVersion,CustomerKey
CUS0531,Glenmoor Apparel Holdings,3PL,Textiles,SME,CUS0580,Oakford Consumer Goods Group,NL,Netherlands,N Europe,EMEA,Elena Haddad,elena.haddad@meridiangl.com,B,30,Spot,2018-08-06,2018-08-06,9999-12-31,1,1,700
CUS0532,Greystone Auto Parts B.V.,Freight Forwarder,Automotive,Global Key Account,,,AU,Australia,Oceania,ANZ,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,A,45,Long-Term Contract,2019-09-15,2019-09-15,2022-07-01,0,1,701
CUS0532,Greystone Auto Parts B.V.,Freight Forwarder,Automotive,Global Key Account,,,AU,Australia,Oceania,ANZ,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,A,45,Spot,2019-09-15,2022-07-02,9999-12-31,1,2,702
CUS0533,Beacon FMCG Ltd,3PL,FMCG,Mid-Market,CUS0660,Millbrook Alloys Corp,IN,India,South Asia,APAC,Yuki Ramirez,yuki.ramirez@meridiangl.com,C,15,Named Account Tariff,2016-01-21,2016-01-21,9999-12-31,1,1,703
CUS0534,Cobalt Mercantile Ltd,3PL,Retail,National,,,US,United States,N America East,Americas,Yuki O'Brien,yuki.obrien@meridiangl.com,A,30,Named Account Tariff,2016-10-03,2016-10-03,9999-12-31,1,1,704
CUS0535,Thornwell FMCG PLC,BCO,FMCG,Global Key Account,,,JP,Japan,East Asia,APAC,Ahmed Rossi,ahmed.rossi@meridiangl.com,B,30,Long-Term Contract,2019-11-21,2019-11-21,9999-12-31,1,1,705
CUS0536,Ironwood Chemical Industries Co.,BCO,Chemicals,Mid-Market,,,TW,Taiwan,East Asia,APAC,Ingrid Osei,ingrid.osei@meridiangl.com,D,15,Spot,2016-06-18,2016-06-18,9999-12-31,1,1,706
CUS0537,Quarrystone Motors Pte Ltd,SME Direct,Automotive,SME,,,BR,Brazil,LatAm East,Americas,Diego Kowalski,diego.kowalski@meridiangl.com,C,30,Spot,2022-08-30,2022-08-30,9999-12-31,1,1,707
CUS0538,Juniper Life Sciences S.A.,3PL,Pharma,Mid-Market,,,TH,Thailand,SE Asia,APAC,Elena Berg,elena.berg@meridiangl.com,C,45,Spot,2021-07-25,2021-07-25,2023-06-16,0,1,708
CUS0538,Juniper Life Sciences S.A.,3PL,Pharma,National,,,TH,Thailand,SE Asia,APAC,Raj Kim,raj.kim@meridiangl.com,D,45,Long-Term Contract,2021-07-25,2023-06-17,9999-12-31,1,2,709
CUS0539,Ashgrove Agri-Foods GmbH,3PL,Agriculture,National,,,VN,Vietnam,SE Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,C,15,Long-Term Contract,2015-11-17,2015-11-17,2026-01-28,0,1,710
CUS0539,Ashgrove Agri-Foods GmbH,3PL,Agriculture,SME,,,VN,Vietnam,SE Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,A,15,Long-Term Contract,2015-11-17,2026-01-29,9999-12-31,1,2,711
CUS0540,Ivyhill Automotive Group,Freight Forwarder,Automotive,National,,,TR,Turkey,Mediterranean,EMEA,Elena Haddad,elena.haddad@meridiangl.com,A,30,Long-Term Contract,2016-03-30,2016-03-30,9999-12-31,1,1,712
CUS0541,Sterling Farms PLC,SME Direct,Agriculture,SME,,,GB,United Kingdom,N Europe,EMEA,Elena Berg,elena.berg@meridiangl.com,C,30,Spot,2024-10-10,2024-10-10,9999-12-31,1,1,713
CUS0542,Thornwell Power B.V.,SME Direct,Energy,Mid-Market,,,TW,Taiwan,East Asia,APAC,Sofia Larsson,sofia.larsson@meridiangl.com,B,60,Spot,2023-02-21,2023-02-21,2025-11-10,0,1,714
CUS0542,Thornwell Power B.V.,SME Direct,Energy,National,,,TW,Taiwan,East Asia,APAC,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,D,60,Named Account Tariff,2023-02-21,2025-11-11,9999-12-31,1,2,715
CUS0543,Marlowe Stores PLC,3PL,Retail,Mid-Market,,,BR,Brazil,LatAm East,Americas,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,C,30,Named Account Tariff,2023-11-06,2023-11-06,2026-03-14,0,1,716
CUS0543,Marlowe Stores PLC,3PL,Retail,SME,,,BR,Brazil,LatAm East,Americas,Anna Berg,anna.berg@meridiangl.com,D,30,Spot,2023-11-06,2026-03-15,9999-12-31,1,2,717
CUS0544,Elmfield Alloys Pte Ltd,SME Direct,Metals,SME,CUS1971,Thornwell Garments PLC,AE,United Arab Emirates,Middle East,EMEA,Elena O'Brien,elena.obrien@meridiangl.com,C,15,Named Account Tariff,2021-04-21,2021-04-21,9999-12-31,1,1,718
CUS0545,Greystone Metals PLC,SME Direct,Metals,Mid-Market,,,NL,Netherlands,N Europe,EMEA,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,C,0,Long-Term Contract,2024-04-27,2024-04-27,2024-05-01,0,1,719
CUS0545,Greystone Metals PLC,SME Direct,Metals,Mid-Market,,,NL,Netherlands,N Europe,EMEA,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,B,0,Named Account Tariff,2024-04-27,2024-05-02,9999-12-31,1,2,720
CUS0546,Greystone Energy Corp,BCO,Energy,SME,CUS0801,Lakemoor Machinery GmbH,NZ,New Zealand,Oceania,ANZ,Fatima O'Brien,fatima.obrien@meridiangl.com,B,60,Named Account Tariff,2025-08-05,2025-08-05,2025-12-15,0,1,721
CUS0546,Greystone Energy Corp,BCO,Energy,National,CUS0801,Lakemoor Machinery GmbH,NZ,New Zealand,Oceania,ANZ,Fatima O'Brien,fatima.obrien@meridiangl.com,B,60,Named Account Tariff,2025-08-05,2025-12-16,9999-12-31,1,2,722
CUS0547,Nova Electronics S.A.,Freight Forwarder,Electronics,National,,,ES,Spain,Mediterranean,EMEA,James Larsson,james.larsson@meridiangl.com,B,45,Long-Term Contract,2020-07-20,2020-07-20,9999-12-31,1,1,723
CUS0548,Millbrook Energy Ltd,3PL,Energy,Global Key Account,,,NL,Netherlands,N Europe,EMEA,James Tanaka,james.tanaka@meridiangl.com,C,30,Long-Term Contract,2023-11-29,2023-11-29,2026-07-18,0,1,724
CUS0548,Millbrook Energy Ltd,3PL,Energy,Global Key Account,,,NL,Netherlands,N Europe,EMEA,Fatima Tanaka,fatima.tanaka@meridiangl.com,B,30,Long-Term Contract,2023-11-29,2026-07-19,9999-12-31,1,2,725
CUS0549,Greystone Textiles Corp,SME Direct,Textiles,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,Ahmed Rossi,ahmed.rossi@meridiangl.com,C,30,Long-Term Contract,2026-04-22,2026-04-22,9999-12-31,1,1,726
CUS0550,Cedarline Retail LLC,NVOCC,Retail,Mid-Market,,,ZA,South Africa,Africa,EMEA,Yuki Ramirez,yuki.ramirez@meridiangl.com,B,45,Long-Term Contract,2019-02-03,2019-02-03,9999-12-31,1,1,727
CUS0551,Southwick Automotive PLC,NVOCC,Automotive,Mid-Market,,,FR,France,N Europe,EMEA,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,A,30,Spot,2020-07-30,2020-07-30,9999-12-31,1,1,728
CUS0552,Ivyhill Retail GmbH,SME Direct,Retail,National,,,NL,Netherlands,N Europe,EMEA,Maria Sharma,maria.sharma@meridiangl.com,B,30,Long-Term Contract,2023-07-27,2023-07-27,2023-11-24,0,1,729
CUS0552,Ivyhill Retail GmbH,SME Direct,Retail,SME,,,NL,Netherlands,N Europe,EMEA,Carlos Al-Farsi,carlos.al-farsi@meridiangl.com,C,30,Long-Term Contract,2023-07-27,2023-11-25,9999-12-31,1,2,730
CUS0553,Brookline Farms Ltd,3PL,Agriculture,SME,,,BE,Belgium,N Europe,EMEA,Grace Larsson,grace.larsson@meridiangl.com,C,15,Spot,2022-04-05,2022-04-05,2024-05-05,0,1,731
CUS0553,Brookline Farms Ltd,3PL,Agriculture,National,,,BE,Belgium,N Europe,EMEA,Maria Sharma,maria.sharma@meridiangl.com,C,15,Long-Term Contract,2022-04-05,2024-05-06,9999-12-31,1,2,732
CUS0554,Kingswell Auto Parts Inc,Freight Forwarder,Automotive,Mid-Market,CUS1892,Harborview Electronics PLC,ID,Indonesia,SE Asia,APAC,Grace Osei,grace.osei@meridiangl.com,C,30,Named Account Tariff,2016-05-14,2016-05-14,2018-12-12,0,1,733
CUS0554,Kingswell Auto Parts Inc,Freight Forwarder,Automotive,Mid-Market,CUS1892,Harborview Electronics PLC,ID,Indonesia,SE Asia,APAC,Grace Osei,grace.osei@meridiangl.com,B,30,Long-Term Contract,2016-05-14,2018-12-13,9999-12-31,1,2,734
CUS0555,Westbrook Industrial B.V.,BCO,Machinery,SME,,,CL,Chile,LatAm West,Americas,Ahmed Torres,ahmed.torres@meridiangl.com,C,45,Long-Term Contract,2025-11-13,2025-11-13,9999-12-31,1,1,735
CUS0556,Westbrook Mercantile S.A.,BCO,Retail,Mid-Market,,,TW,Taiwan,East Asia,APAC,Wei Tanaka,wei.tanaka@meridiangl.com,D,30,Named Account Tariff,2020-10-28,2020-10-28,2025-08-15,0,1,736
CUS0556,Westbrook Mercantile S.A.,BCO,Retail,SME,,,TW,Taiwan,East Asia,APAC,Maria Sharma,maria.sharma@meridiangl.com,B,30,Long-Term Contract,2020-10-28,2025-08-16,9999-12-31,1,2,737
CUS0557,Nova Pharmaceuticals B.V.,3PL,Pharma,SME,,,NZ,New Zealand,Oceania,ANZ,Elena Haddad,elena.haddad@meridiangl.com,C,30,Long-Term Contract,2020-11-13,2020-11-13,9999-12-31,1,1,738
CUS0558,Valleyforge Motors PLC,BCO,Automotive,Mid-Market,,,IN,India,South Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,C,0,Long-Term Contract,2020-06-12,2020-06-12,9999-12-31,1,1,739
CUS0559,Redwood Foods B.V.,BCO,FMCG,Mid-Market,,,TH,Thailand,SE Asia,APAC,Fatima Tanaka,fatima.tanaka@meridiangl.com,C,15,Named Account Tariff,2021-07-15,2021-07-15,9999-12-31,1,1,740
CUS0560,Foxrun Chemical Industries GmbH,NVOCC,Chemicals,Global Key Account,,,ES,Spain,Mediterranean,EMEA,Priya Ferreira,priya.ferreira@meridiangl.com,A,30,Long-Term Contract,2016-10-28,2016-10-28,2019-01-14,0,1,741
CUS0560,Foxrun Chemical Industries GmbH,NVOCC,Chemicals,Global Key Account,,,ES,Spain,Mediterranean,EMEA,Grace Larsson,grace.larsson@meridiangl.com,B,30,Long-Term Contract,2016-10-28,2019-01-15,9999-12-31,1,2,742
CUS0561,Cedarline Semiconductor S.A.,SME Direct,Electronics,SME,,,IT,Italy,Mediterranean,EMEA,Ahmed Rossi,ahmed.rossi@meridiangl.com,D,0,Spot,2017-10-24,2017-10-24,2020-08-02,0,1,743
CUS0561,Cedarline Semiconductor S.A.,SME Direct,Electronics,National,,,IT,Italy,Mediterranean,EMEA,Fatima Haddad,fatima.haddad@meridiangl.com,D,0,Long-Term Contract,2017-10-24,2020-08-03,9999-12-31,1,2,744
CUS0562,Eastridge FMCG B.V.,Freight Forwarder,FMCG,National,,,IN,India,South Asia,APAC,James Larsson,james.larsson@meridiangl.com,D,15,Named Account Tariff,2017-08-28,2017-08-28,9999-12-31,1,1,745
CUS0563,Valleyforge Steel Pte Ltd,SME Direct,Metals,Mid-Market,,,BR,Brazil,LatAm East,Americas,James Larsson,james.larsson@meridiangl.com,D,30,Named Account Tariff,2016-03-20,2016-03-20,9999-12-31,1,1,746
CUS0564,Skyline Retail Co.,BCO,Retail,Global Key Account,,,SA,Saudi Arabia,Middle East,EMEA,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,A,45,Long-Term Contract,2026-04-21,2026-04-21,2026-06-08,0,1,747
CUS0564,Skyline Retail Co.,BCO,Retail,Global Key Account,,,SA,Saudi Arabia,Middle East,EMEA,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,B,45,Named Account Tariff,2026-04-21,2026-06-09,9999-12-31,1,2,748
CUS0565,Deerfield Alloys S.A.,Freight Forwarder,Metals,SME,,,HK,Hong Kong,East Asia,APAC,Fatima Chen,fatima.chen@meridiangl.com,D,0,Spot,2023-01-22,2023-01-22,9999-12-31,1,1,749
CUS0566,Lonestar Steel S.A.,Freight Forwarder,Metals,Mid-Market,,,BE,Belgium,N Europe,EMEA,Sofia Ferreira,sofia.ferreira@meridiangl.com,C,30,Named Account Tariff,2026-04-09,2026-04-09,9999-12-31,1,1,750
CUS0567,Juniper Power Corp,3PL,Energy,Mid-Market,,,SA,Saudi Arabia,Middle East,EMEA,Fatima Chen,fatima.chen@meridiangl.com,D,30,Spot,2017-09-30,2017-09-30,9999-12-31,1,1,751
CUS0568,Thornwell Pharma Pte Ltd,NVOCC,Pharma,SME,,,NL,Netherlands,N Europe,EMEA,Yuki O'Brien,yuki.obrien@meridiangl.com,C,30,Spot,2019-10-21,2019-10-21,9999-12-31,1,1,752
CUS0569,Ironbridge FMCG GmbH,3PL,FMCG,Global Key Account,,,TR,Turkey,Mediterranean,EMEA,Hassan Silva,hassan.silva@meridiangl.com,B,30,Long-Term Contract,2017-05-01,2017-05-01,2021-11-26,0,1,753
CUS0569,Ironbridge FMCG GmbH,3PL,FMCG,Global Key Account,,,TR,Turkey,Mediterranean,EMEA,Hassan Silva,hassan.silva@meridiangl.com,C,30,Spot,2017-05-01,2021-11-27,9999-12-31,1,2,754
CUS0570,Voyager Energy Pte Ltd,BCO,Energy,National,,,JP,Japan,East Asia,APAC,Grace Larsson,grace.larsson@meridiangl.com,A,45,Long-Term Contract,2016-01-28,2016-01-28,9999-12-31,1,1,755
CUS0571,Glenmoor Metals Co.,BCO,Metals,Mid-Market,,,ZA,South Africa,Africa,EMEA,Fatima Tanaka,fatima.tanaka@meridiangl.com,B,30,Long-Term Contract,2016-11-21,2016-11-21,9999-12-31,1,1,756
CUS0572,Brookline Consumer Goods Ltd,Freight Forwarder,FMCG,Mid-Market,,,VN,Vietnam,SE Asia,APAC,Anna Berg,anna.berg@meridiangl.com,B,45,Spot,2020-03-23,2020-03-23,9999-12-31,1,1,757
CUS0573,Kestrel Chemicals LLC,Freight Forwarder,Chemicals,Mid-Market,,,ES,Spain,Mediterranean,EMEA,Hassan Nguyen,hassan.nguyen@meridiangl.com,D,0,Spot,2016-12-18,2016-12-18,9999-12-31,1,1,758
CUS0574,Everest Energy Corp,BCO,Energy,Mid-Market,CUS1931,Wellspring Motors Ltd,VN,Vietnam,SE Asia,APAC,Hassan Silva,hassan.silva@meridiangl.com,B,45,Spot,2025-12-13,2025-12-13,2026-03-05,0,1,759
CUS0574,Everest Energy Corp,BCO,Energy,SME,CUS1931,Wellspring Motors Ltd,VN,Vietnam,SE Asia,APAC,Yuki Kowalski,yuki.kowalski@meridiangl.com,A,45,Named Account Tariff,2025-12-13,2026-03-06,9999-12-31,1,2,760
CUS0575,Voyager Machinery Corp,SME Direct,Machinery,National,,,MX,Mexico,LatAm West,Americas,Yuki Torres,yuki.torres@meridiangl.com,D,30,Named Account Tariff,2016-09-17,2016-09-17,9999-12-31,1,1,761
CUS0576,Wellspring Stores Co.,3PL,Retail,SME,,,AE,United Arab Emirates,Middle East,EMEA,James Larsson,james.larsson@meridiangl.com,D,15,Spot,2019-03-21,2019-03-21,9999-12-31,1,1,762
CUS0577,Palisade Petrochemicals LLC,Freight Forwarder,Energy,SME,CUS1648,Vertex Alloys Corp,TR,Turkey,Mediterranean,EMEA,Carlos Sharma,carlos.sharma@meridiangl.com,B,0,Spot,2016-01-10,2016-01-10,2021-05-23,0,1,763
CUS0577,Palisade Petrochemicals LLC,Freight Forwarder,Energy,SME,CUS1648,Vertex Alloys Corp,TR,Turkey,Mediterranean,EMEA,Carlos Sharma,carlos.sharma@meridiangl.com,C,0,Spot,2016-01-10,2021-05-24,9999-12-31,1,2,764
CUS0578,Harborview Mercantile GmbH,Freight Forwarder,Retail,National,,,AE,United Arab Emirates,Middle East,EMEA,Fatima Haddad,fatima.haddad@meridiangl.com,D,0,Long-Term Contract,2026-02-01,2026-02-01,9999-12-31,1,1,765
CUS0579,Zenith Chemical Industries Pte Ltd,BCO,Chemicals,SME,,,CA,Canada,N America East,Americas,Elena Haddad,elena.haddad@meridiangl.com,C,30,Named Account Tariff,2024-07-14,2024-07-14,9999-12-31,1,1,766
CUS0580,Oakford Consumer Goods Group,3PL,FMCG,Global Key Account,,,JP,Japan,East Asia,APAC,Anna Berg,anna.berg@meridiangl.com,A,45,Long-Term Contract,2023-11-12,2023-11-12,9999-12-31,1,1,767
CUS0581,Vertex FMCG Holdings,BCO,FMCG,SME,,,TW,Taiwan,East Asia,APAC,Grace Larsson,grace.larsson@meridiangl.com,D,15,Spot,2021-09-21,2021-09-21,2023-10-03,0,1,768
CUS0581,Vertex FMCG Holdings,BCO,FMCG,SME,,,TW,Taiwan,East Asia,APAC,Grace Larsson,grace.larsson@meridiangl.com,B,15,Long-Term Contract,2021-09-21,2023-10-04,9999-12-31,1,2,769
CUS0582,Nova Steel Holdings,Freight Forwarder,Metals,National,,,NZ,New Zealand,Oceania,ANZ,Anna Berg,anna.berg@meridiangl.com,C,45,Long-Term Contract,2020-09-30,2020-09-30,9999-12-31,1,1,770
CUS0583,Brookline Power S.A.,3PL,Energy,SME,,,HK,Hong Kong,East Asia,APAC,Diego Patel,diego.patel@meridiangl.com,D,30,Spot,2019-09-04,2019-09-04,2026-04-27,0,1,771
CUS0583,Brookline Power S.A.,3PL,Energy,SME,,,HK,Hong Kong,East Asia,APAC,Diego Patel,diego.patel@meridiangl.com,C,30,Spot,2019-09-04,2026-04-28,9999-12-31,1,2,772
CUS0584,Vantage Pharmaceuticals Co.,BCO,Pharma,Mid-Market,,,ID,Indonesia,SE Asia,APAC,Yuki Torres,yuki.torres@meridiangl.com,B,60,Spot,2020-07-20,2020-07-20,9999-12-31,1,1,773
CUS0585,Vantage Chemicals S.A.,NVOCC,Chemicals,Mid-Market,,,TW,Taiwan,East Asia,APAC,Wei Tanaka,wei.tanaka@meridiangl.com,B,45,Long-Term Contract,2025-04-25,2025-04-25,9999-12-31,1,1,774
CUS0586,Wellspring Trading Co.,BCO,Retail,National,,,CN,China,East Asia,APAC,Carlos Haddad,carlos.haddad@meridiangl.com,D,15,Named Account Tariff,2016-08-08,2016-08-08,9999-12-31,1,1,775
CUS0587,Ivyhill Apparel B.V.,3PL,Textiles,Mid-Market,,,FR,France,N Europe,EMEA,Raj Kim,raj.kim@meridiangl.com,C,45,Named Account Tariff,2017-06-24,2017-06-24,2022-12-14,0,1,776
CUS0587,Ivyhill Apparel B.V.,3PL,Textiles,National,,,FR,France,N Europe,EMEA,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,D,45,Spot,2017-06-24,2022-12-15,2023-05-25,0,2,777
CUS0587,Ivyhill Apparel B.V.,3PL,Textiles,National,,,FR,France,N Europe,EMEA,James Larsson,james.larsson@meridiangl.com,B,45,Long-Term Contract,2017-06-24,2023-05-26,9999-12-31,1,3,778
CUS0588,Underhill Engineering Holdings,3PL,Machinery,Mid-Market,,,TH,Thailand,SE Asia,APAC,Carlos Sharma,carlos.sharma@meridiangl.com,C,15,Spot,2016-09-14,2016-09-14,9999-12-31,1,1,779
CUS0589,Aurora Energy B.V.,Freight Forwarder,Energy,SME,,,SG,Singapore,SE Asia,APAC,Yuki O'Brien,yuki.obrien@meridiangl.com,D,30,Spot,2017-11-20,2017-11-20,9999-12-31,1,1,780
CUS0590,Marlowe Trading LLC,3PL,Retail,Mid-Market,CUS2823,Granite Consumer Goods LLC,BR,Brazil,LatAm East,Americas,Wei Tanaka,wei.tanaka@meridiangl.com,C,0,Named Account Tariff,2017-05-08,2017-05-08,9999-12-31,1,1,781
CUS0591,Fairhaven Industrial Corp,Freight Forwarder,Machinery,National,,,NL,Netherlands,N Europe,EMEA,Wei Silva,wei.silva@meridiangl.com,B,45,Named Account Tariff,2017-10-25,2017-10-25,9999-12-31,1,1,782
CUS0592,Beacon Foods B.V.,BCO,FMCG,Mid-Market,CUS0385,Everest Auto Parts PLC,AU,Australia,Oceania,ANZ,Fatima Chen,fatima.chen@meridiangl.com,B,30,Named Account Tariff,2021-03-23,2021-03-23,9999-12-31,1,1,783
CUS0593,Wellspring Consumer Goods LLC,BCO,FMCG,National,CUS2822,Granite Motors Pte Ltd,IT,Italy,Mediterranean,EMEA,Ahmed Rossi,ahmed.rossi@meridiangl.com,A,60,Named Account Tariff,2018-12-07,2018-12-07,9999-12-31,1,1,784
CUS0594,Thornwell Industrial Pte Ltd,BCO,Machinery,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,James Tanaka,james.tanaka@meridiangl.com,C,45,Spot,2022-10-05,2022-10-05,9999-12-31,1,1,785
CUS0595,Foxrun Stores Holdings,Freight Forwarder,Retail,SME,,,CA,Canada,N America East,Americas,Grace Osei,grace.osei@meridiangl.com,C,30,Spot,2024-04-08,2024-04-08,9999-12-31,1,1,786
CUS0596,Westbrook Chemicals LLC,Freight Forwarder,Chemicals,SME,CUS3109,Cobalt Textiles Corp,BE,Belgium,N Europe,EMEA,Maria Sharma,maria.sharma@meridiangl.com,D,15,Spot,2019-01-31,2019-01-31,9999-12-31,1,1,787
CUS0597,Zenith Automotive Ltd,BCO,Automotive,SME,,,NL,Netherlands,N Europe,EMEA,Fatima O'Brien,fatima.obrien@meridiangl.com,D,15,Named Account Tariff,2017-05-23,2017-05-23,9999-12-31,1,1,788
CUS0598,Sentinel Metals Pte Ltd,SME Direct,Metals,Mid-Market,,,HK,Hong Kong,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,C,15,Long-Term Contract,2018-11-15,2018-11-15,9999-12-31,1,1,789
CUS0599,Nightingale Stores S.A.,Freight Forwarder,Retail,National,CUS1229,Northgate Agri-Foods Ltd,US,United States,N America East,Americas,Sofia Tanaka,sofia.tanaka@meridiangl.com,B,60,Spot,2016-10-04,2016-10-04,2024-04-01,0,1,790
CUS0599,Nightingale Stores S.A.,Freight Forwarder,Retail,National,CUS1229,Northgate Agri-Foods Ltd,US,United States,N America East,Americas,Sofia Tanaka,sofia.tanaka@meridiangl.com,B,60,Named Account Tariff,2016-10-04,2024-04-02,9999-12-31,1,2,791
CUS0600,Eastridge Chemicals Pte Ltd,NVOCC,Chemicals,Global Key Account,,,TR,Turkey,Mediterranean,EMEA,Liam O'Brien,liam.obrien@meridiangl.com,B,30,Long-Term Contract,2025-05-04,2025-05-04,9999-12-31,1,1,792
CUS0601,Juniper Power Holdings,BCO,Energy,SME,,,FR,France,N Europe,EMEA,Sofia Tanaka,sofia.tanaka@meridiangl.com,C,15,Spot,2023-12-10,2023-12-10,2024-07-27,0,1,793
CUS0601,Juniper Power Holdings,BCO,Energy,SME,,,FR,France,N Europe,EMEA,Elena Berg,elena.berg@meridiangl.com,C,15,Spot,2023-12-10,2024-07-28,9999-12-31,1,2,794
CUS0602,Nightingale Power Group,3PL,Energy,Mid-Market,,,IN,India,South Asia,APAC,Grace Larsson,grace.larsson@meridiangl.com,A,45,Spot,2024-11-05,2024-11-05,9999-12-31,1,1,795
CUS0603,Glenmoor FMCG PLC,3PL,FMCG,Mid-Market,CUS1412,Mosaic Pharmaceuticals PLC,TR,Turkey,Mediterranean,EMEA,Hassan Silva,hassan.silva@meridiangl.com,C,30,Spot,2018-03-01,2018-03-01,2025-12-04,0,1,796
CUS0603,Glenmoor FMCG PLC,3PL,FMCG,SME,CUS1412,Mosaic Pharmaceuticals PLC,TR,Turkey,Mediterranean,EMEA,Hassan Silva,hassan.silva@meridiangl.com,C,30,Spot,2018-03-01,2025-12-05,9999-12-31,1,2,797
CUS0604,Eastridge Mercantile GmbH,BCO,Retail,SME,,,FR,France,N Europe,EMEA,Elena Tanaka,elena.tanaka@meridiangl.com,C,15,Named Account Tariff,2022-10-25,2022-10-25,9999-12-31,1,1,798
CUS0605,Harborview Petrochemicals Holdings,3PL,Energy,Mid-Market,,,IN,India,South Asia,APAC,Hassan Nguyen,hassan.nguyen@meridiangl.com,C,15,Named Account Tariff,2015-01-23,2015-01-23,9999-12-31,1,1,799
CUS0606,Cobalt Technologies Inc,3PL,Electronics,SME,,,MY,Malaysia,SE Asia,APAC,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,C,30,Spot,2015-04-10,2015-04-10,9999-12-31,1,1,800
CUS0607,Ironbridge Alloys Group,SME Direct,Metals,Mid-Market,,,ZA,South Africa,Africa,EMEA,Sofia Larsson,sofia.larsson@meridiangl.com,B,45,Named Account Tariff,2026-01-13,2026-01-13,9999-12-31,1,1,801
CUS0608,Quarrystone Stores PLC,BCO,Retail,Mid-Market,,,ES,Spain,Mediterranean,EMEA,Carlos Al-Farsi,carlos.al-farsi@meridiangl.com,D,30,Spot,2023-04-24,2023-04-24,9999-12-31,1,1,802
CUS0609,Voyager Textiles Co.,SME Direct,Textiles,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,Carlos Al-Farsi,carlos.al-farsi@meridiangl.com,B,15,Named Account Tariff,2015-04-07,2015-04-07,9999-12-31,1,1,803
CUS0610,Mosaic Farms Co.,BCO,Agriculture,SME,,,NZ,New Zealand,Oceania,ANZ,Carlos Al-Farsi,carlos.al-farsi@meridiangl.com,C,30,Named Account Tariff,2020-02-12,2020-02-12,2023-03-15,0,1,804
CUS0610,Mosaic Farms Co.,BCO,Agriculture,SME,,,NZ,New Zealand,Oceania,ANZ,Fatima Haddad,fatima.haddad@meridiangl.com,D,30,Spot,2020-02-12,2023-03-16,9999-12-31,1,2,805
CUS0611,Everest Pharma Corp,SME Direct,Pharma,National,,,KR,South Korea,East Asia,APAC,Ingrid Nguyen,ingrid.nguyen@meridiangl.com,C,30,Named Account Tariff,2018-01-10,2018-01-10,2025-06-16,0,1,806
CUS0611,Everest Pharma Corp,SME Direct,Pharma,SME,,,KR,South Korea,East Asia,APAC,Ingrid Nguyen,ingrid.nguyen@meridiangl.com,A,30,Named Account Tariff,2018-01-10,2025-06-17,9999-12-31,1,2,807
CUS0612,Vantage Pharma Inc,NVOCC,Pharma,Mid-Market,CUS2086,Marlowe Semiconductor Holdings,ES,Spain,Mediterranean,EMEA,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,B,30,Named Account Tariff,2018-07-17,2018-07-17,9999-12-31,1,1,808
CUS0613,Sentinel Garments B.V.,SME Direct,Textiles,SME,,,TR,Turkey,Mediterranean,EMEA,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,B,30,Named Account Tariff,2022-08-28,2022-08-28,2024-01-17,0,1,809
CUS0613,Sentinel Garments B.V.,SME Direct,Textiles,SME,,,TR,Turkey,Mediterranean,EMEA,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,D,30,Named Account Tariff,2022-08-28,2024-01-18,9999-12-31,1,2,810
CUS0614,Thornwell Steel Inc,3PL,Metals,SME,,,NZ,New Zealand,Oceania,ANZ,Wei Silva,wei.silva@meridiangl.com,C,0,Named Account Tariff,2020-05-18,2020-05-18,9999-12-31,1,1,811
CUS0615,Junction Power Co.,3PL,Energy,SME,,,NZ,New Zealand,Oceania,ANZ,Maria Sharma,maria.sharma@meridiangl.com,C,30,Spot,2021-06-29,2021-06-29,9999-12-31,1,1,812
CUS0616,Ashgrove Textiles Ltd,BCO,Textiles,Mid-Market,,,SA,Saudi Arabia,Middle East,EMEA,Priya Ferreira,priya.ferreira@meridiangl.com,D,30,Long-Term Contract,2016-09-29,2016-09-29,2025-06-10,0,1,813
